Full Path,Mandatory/Optional,Data Type,Structure,Constraints,Enum Values,Description,Ref,Array Info
ITR2.ScheduleSPI.SpecifiedPerson[].AmtIncluded,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.ScheduleSPI.SpecifiedPerson[].HeadIncIncluded,Mandatory,object,Nested Object,,"SA, HP, CG, OS, EI",SA - Salary; HP - House Property; CG - Capital Gain; OS - Other sources; EI - Exempt Income, (allOf: nonEmptyString),
ITR2.ScheduleSI,Optional,object,Nested Object,,,Income chargeable to Income Tax at special rates,ScheduleSI,
ITR2.ScheduleSI.SplCodeRateTax,Optional,array,Array,minItems=1,,,,items: object
ITR2.ScheduleSI.TotSplRateInc,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleSI.TotSplRateIncTax,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleEI,Optional,object,Nested Object,,,,ScheduleEI,
ITR2.ScheduleEI.InterestInc,Optional,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleEI.GrossAgriRecpt,Optional,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleEI.ExpIncAgri,Optional,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleEI.UnabAgriLossPrev8,Optional,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleEI.NetAgriIncOrOthrIncRule7,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleEI.ExcNetAgriInc,Optional,object,Nested Object,,,,,
ITR2.ScheduleEI.OthersInc,Optional,object,Nested Object,,,,,
ITR2.ScheduleEI.Others,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleEI.IncNotChrgblAsPerDTAA,Optional,object,Nested Object,,,,,
ITR2.ScheduleEI.IncNotChrgblToTax,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleEI.PassThrIncNotChrgblTax,Optional,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleEI.TotalExemptInc,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.SchedulePTI,Optional,object,Nested Object,,,,SchedulePTI,
ITR2.SchedulePTI.SchedulePTIDtls,Optional,array,Array,minItems=1,,,,items: object
ITR2.SchedulePTI.SchedulePTIDtls[].InvstmntCvrdUs115UA115UB,Mandatory,object,Nested Object,pattern=A|B|C,,A - 115UA; B - 115UB; C - 115U, (allOf: nonEmptyString),
ITR2.SchedulePTI.SchedulePTIDtls[].BusinessName,Mandatory,object,Nested Object,maxLength=125; minLength=1,,, (allOf: nonEmptyString),
ITR2.SchedulePTI.SchedulePTIDtls[].BusinessPAN,Mandatory,object,Nested Object,pattern=[A-Z]{5}[0-9]{4}[A-Z],,, (allOf: nonEmptyString),
ITR2.SchedulePTI.SchedulePTIDtls[].IncFromHP,Mandatory,object,Nested Object,,,,SchedulePTIType,
ITR2.SchedulePTI.SchedulePTIDtls[].IncFromHP.AmountOfInc,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.SchedulePTI.SchedulePTIDtls[].IncFromHP.CurrYrLossShareByInvstFund,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.SchedulePTI.SchedulePTIDtls[].IncFromHP.NetIncomeLoss,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.SchedulePTI.SchedulePTIDtls[].IncFromHP.TDSAmount,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.SchedulePTI.SchedulePTIDtls[].CapitalGainsPTI,Mandatory,object,Nested Object,,,,,
ITR2.SchedulePTI.SchedulePTIDtls[].IncClmdPTI,Mandatory,object,Nested Object,,,,,
ITR2.SchedulePTI.SchedulePTIDtls[].IncOthSrc,Mandatory,object,Nested Object,,,,SchedulePTITypeOS23FBB,
ITR2.SchedulePTI.SchedulePTIDtls[].IncOthSrc.AmountOfInc,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.SchedulePTI.SchedulePTIDtls[].IncOthSrc.NetIncomeLoss,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.SchedulePTI.SchedulePTIDtls[].IncOthSrc.TDSAmount,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.SchedulePTI.SchedulePTIDtls[].OS_Dividend,Mandatory,object,Nested Object,,,,SchedulePTITypeOS23FBB,
ITR2.SchedulePTI.SchedulePTIDtls[].OS_Dividend.AmountOfInc,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.SchedulePTI.SchedulePTIDtls[].OS_Dividend.NetIncomeLoss,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.SchedulePTI.SchedulePTIDtls[].OS_Dividend.TDSAmount,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.SchedulePTI.SchedulePTIDtls[].OS_Others,Mandatory,object,Nested Object,,,,SchedulePTITypeOS23FBB,
ITR2.SchedulePTI.SchedulePTIDtls[].OS_Others.AmountOfInc,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.SchedulePTI.SchedulePTIDtls[].OS_Others.NetIncomeLoss,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.SchedulePTI.SchedulePTIDtls[].OS_Others.TDSAmount,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleFSI,Optional,object,Nested Object,,,,ScheduleFSI,
ITR2.ScheduleFSI.ScheduleFSIDtls,Optional,array,Array,minItems=1,,,,items: object
ITR2.ScheduleFSI.ScheduleFSIDtls[].CountryName,Mandatory,object,Nested Object,maxLength=55; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFSI.ScheduleFSIDtls[].CountryCodeExcludingIndia,Mandatory,object,Nested Object,,"93, 1001, 355, 213, 684, 376, 244, 1264, 1010, 1268, 54, 374, 297, 61, 43, 994, 1242, 973, 880, 1246 ... (+229 more)",93:AFGHANISTAN; 1001:ÅLAND ISLANDS; 355:ALBANIA; 213:ALGERIA; 684:AMERICAN SAMOA; 376:ANDORRA; 244:ANGOLA; 1264:ANGUILLA; 1010:ANTARCTICA; 1268:ANTIGUA AND BARBUDA; 54:ARGENTINA; 374:ARMENIA; 297:ARUB,CountryCodeExcludingIndia (allOf: nonEmptyString),
ITR2.ScheduleFSI.ScheduleFSIDtls[].TaxIdentificationNo,Mandatory,object,Nested Object,maxLength=75; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFSI.ScheduleFSIDtls[].IncFromSal,Mandatory,object,Nested Object,,,,ScheduleFSIIncType,
ITR2.ScheduleFSI.ScheduleFSIDtls[].IncFromSal.IncFrmOutsideInd,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleFSI.ScheduleFSIDtls[].IncFromSal.TaxPaidOutsideInd,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleFSI.ScheduleFSIDtls[].IncFromSal.TaxPayableinInd,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleFSI.ScheduleFSIDtls[].IncFromSal.TaxReliefinInd,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleFSI.ScheduleFSIDtls[].IncFromSal.DTAAReliefUs90or90A,Optional,object,Nested Object,maxLength=16,,, (allOf: nonEmptyString),
ITR2.ScheduleFSI.ScheduleFSIDtls[].IncFromHP,Mandatory,object,Nested Object,,,,ScheduleFSIIncType,
ITR2.ScheduleFSI.ScheduleFSIDtls[].IncFromHP.IncFrmOutsideInd,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleFSI.ScheduleFSIDtls[].IncFromHP.TaxPaidOutsideInd,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleFSI.ScheduleFSIDtls[].IncFromHP.TaxPayableinInd,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleFSI.ScheduleFSIDtls[].IncFromHP.TaxReliefinInd,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleFSI.ScheduleFSIDtls[].IncFromHP.DTAAReliefUs90or90A,Optional,object,Nested Object,maxLength=16,,, (allOf: nonEmptyString),
ITR2.ScheduleFSI.ScheduleFSIDtls[].IncCapGain,Mandatory,object,Nested Object,,,,ScheduleFSIIncType,
ITR2.ScheduleFSI.ScheduleFSIDtls[].IncCapGain.IncFrmOutsideInd,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleFSI.ScheduleFSIDtls[].IncCapGain.TaxPaidOutsideInd,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleFSI.ScheduleFSIDtls[].IncCapGain.TaxPayableinInd,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleFSI.ScheduleFSIDtls[].IncCapGain.TaxReliefinInd,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleFSI.ScheduleFSIDtls[].IncCapGain.DTAAReliefUs90or90A,Optional,object,Nested Object,maxLength=16,,, (allOf: nonEmptyString),
ITR2.ScheduleFSI.ScheduleFSIDtls[].IncOthSrc,Mandatory,object,Nested Object,,,,ScheduleFSIIncType,
ITR2.ScheduleFSI.ScheduleFSIDtls[].IncOthSrc.IncFrmOutsideInd,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleFSI.ScheduleFSIDtls[].IncOthSrc.TaxPaidOutsideInd,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleFSI.ScheduleFSIDtls[].IncOthSrc.TaxPayableinInd,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleFSI.ScheduleFSIDtls[].IncOthSrc.TaxReliefinInd,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleFSI.ScheduleFSIDtls[].IncOthSrc.DTAAReliefUs90or90A,Optional,object,Nested Object,maxLength=16,,, (allOf: nonEmptyString),
ITR2.ScheduleFSI.ScheduleFSIDtls[].TotalCountryWise,Mandatory,object,Nested Object,,,,TotalScheduleFSIIncType,
ITR2.ScheduleFSI.ScheduleFSIDtls[].TotalCountryWise.IncFrmOutsideInd,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleFSI.ScheduleFSIDtls[].TotalCountryWise.TaxPaidOutsideInd,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleFSI.ScheduleFSIDtls[].TotalCountryWise.TaxPayableinInd,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleFSI.ScheduleFSIDtls[].TotalCountryWise.TaxReliefinInd,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleTR1,Optional,object,Nested Object,,,,ScheduleTR1,
ITR2.ScheduleTR1.ScheduleTR,Optional,array,Array,,,,,items: object
ITR2.ScheduleTR1.ScheduleTR[].CountryName,Mandatory,object,Nested Object,maxLength=55; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleTR1.ScheduleTR[].CountryCodeExcludingIndia,Mandatory,object,Nested Object,,"93, 1001, 355, 213, 684, 376, 244, 1264, 1010, 1268, 54, 374, 297, 61, 43, 994, 1242, 973, 880, 1246 ... (+229 more)",93:AFGHANISTAN; 1001:ÅLAND ISLANDS; 355:ALBANIA; 213:ALGERIA; 684:AMERICAN SAMOA; 376:ANDORRA; 244:ANGOLA; 1264:ANGUILLA; 1010:ANTARCTICA; 1268:ANTIGUA AND BARBUDA; 54:ARGENTINA; 374:ARMENIA; 297:ARUB,CountryCodeExcludingIndia (allOf: nonEmptyString),
ITR2.ScheduleTR1.ScheduleTR[].TaxIdentificationNo,Mandatory,object,Nested Object,maxLength=75; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleTR1.ScheduleTR[].TaxPaidOutsideIndia,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleTR1.ScheduleTR[].TaxReliefOutsideIndia,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleTR1.ScheduleTR[].ReliefClaimedUsSection,Optional,object,Nested Object,,"90, 90A, 91",90 - 90; 90A - 90A; 91 - 91, (allOf: nonEmptyString),
ITR2.ScheduleTR1.TotalTaxPaidOutsideIndia,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleTR1.TotalTaxReliefOutsideIndia,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleTR1.TaxReliefOutsideIndiaDTAA,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleTR1.TaxReliefOutsideIndiaNotDTAA,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleTR1.TaxPaidOutsideIndFlg,Optional,object,Nested Object,,"YES, NO",, (allOf: nonEmptyString),
ITR2.ScheduleTR1.AmtTaxRefunded,Optional,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.ScheduleTR1.AssmtYrTaxRelief,Optional,object,Nested Object,pattern=[0-9][0-9][0-9][0-9]-[0-9][0-9],,Assessment year in which tax relief allowed in India, (allOf: nonEmptyString),
ITR2.ScheduleFA,Optional,object,Nested Object,,,Details of Foreign Assets,ScheduleFA,
ITR2.ScheduleFA.DetailsForiegnBank,Optional,array,Array,,,,,items: object
ITR2.ScheduleFA.DetailsForiegnBank[].CountryName,Mandatory,object,Nested Object,maxLength=55; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsForiegnBank[].CountryCodeExcludingIndia,Mandatory,object,Nested Object,,"93, 1001, 355, 213, 684, 376, 244, 1264, 1010, 1268, 54, 374, 297, 61, 43, 994, 1242, 973, 880, 1246 ... (+229 more)",93:AFGHANISTAN; 1001:ÅLAND ISLANDS; 355:ALBANIA; 213:ALGERIA; 684:AMERICAN SAMOA; 376:ANDORRA; 244:ANGOLA; 1264:ANGUILLA; 1010:ANTARCTICA; 1268:ANTIGUA AND BARBUDA; 54:ARGENTINA; 374:ARMENIA; 297:ARUB,CountryCodeExcludingIndia (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsForiegnBank[].Bankname,Mandatory,object,Nested Object,maxLength=125; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsForiegnBank[].AddressOfBank,Mandatory,object,Nested Object,maxLength=200; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsForiegnBank[].ZipCode,Mandatory,object,Nested Object,maxLength=8; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsForiegnBank[].ForeignAccountNumber,Mandatory,object,Nested Object,maxLength=34; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsForiegnBank[].OwnerStatus,Mandatory,object,Nested Object,,"OWNER, BENEFICIAL_OWNER, BENIFICIARY",, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsForiegnBank[].AccOpenDate,Mandatory,string,Scalar,pattern=([12]\d{3}-(0[1-9]|1[0-2])-(0[1-9]|[12]\d|3[01])),,Date in YYYY-MM-DD format,,
ITR2.ScheduleFA.DetailsForiegnBank[].PeakBalanceDuringYear,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999; default=0,,,,
ITR2.ScheduleFA.DetailsForiegnBank[].ClosingBalance,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999; default=0,,,,
ITR2.ScheduleFA.DetailsForiegnBank[].IntrstAccured,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999; default=0,,,,
ITR2.ScheduleFA.DtlsForeignCustodialAcc,Optional,array,Array,,,,,items: object
ITR2.ScheduleFA.DtlsForeignCustodialAcc[].CountryName,Mandatory,object,Nested Object,maxLength=55; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DtlsForeignCustodialAcc[].CountryCodeExcludingIndia,Mandatory,object,Nested Object,,"93, 1001, 355, 213, 684, 376, 244, 1264, 1010, 1268, 54, 374, 297, 61, 43, 994, 1242, 973, 880, 1246 ... (+229 more)",93:AFGHANISTAN; 1001:ÅLAND ISLANDS; 355:ALBANIA; 213:ALGERIA; 684:AMERICAN SAMOA; 376:ANDORRA; 244:ANGOLA; 1264:ANGUILLA; 1010:ANTARCTICA; 1268:ANTIGUA AND BARBUDA; 54:ARGENTINA; 374:ARMENIA; 297:ARUB,CountryCodeExcludingIndia (allOf: nonEmptyString),
ITR2.ScheduleFA.DtlsForeignCustodialAcc[].FinancialInstName,Mandatory,object,Nested Object,maxLength=125; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DtlsForeignCustodialAcc[].FinancialInstAddress,Mandatory,object,Nested Object,maxLength=200; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DtlsForeignCustodialAcc[].ZipCode,Mandatory,object,Nested Object,maxLength=8; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DtlsForeignCustodialAcc[].AccountNumber,Mandatory,object,Nested Object,maxLength=34; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DtlsForeignCustodialAcc[].Status,Mandatory,object,Nested Object,,"OWNER, BENEFICIAL_OWNER, BENIFICIARY",, (allOf: nonEmptyString),
ITR2.ScheduleFA.DtlsForeignCustodialAcc[].AccOpenDate,Mandatory,string,Scalar,pattern=([12]\d{3}-(0[1-9]|1[0-2])-(0[1-9]|[12]\d|3[01])),,Date in YYYY-MM-DD format,,
ITR2.ScheduleFA.DtlsForeignCustodialAcc[].PeakBalanceDuringPeriod,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.ScheduleFA.DtlsForeignCustodialAcc[].ClosingBalance,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.ScheduleFA.DtlsForeignCustodialAcc[].GrossAmtPaidCredited,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleFA.DtlsForeignCustodialAcc[].NatureOfAmount,Mandatory,object,Nested Object,,"I, D, S, O, N",I - Interest; D - Dividend; S - Proceeds from sale or redemption of financial assets; O - Other income; N - No Amount paid/credited, (allOf: nonEmptyString),
ITR2.ScheduleFA.DtlsForeignEquityDebtInterest,Optional,array,Array,,,,,items: object
ITR2.ScheduleFA.DtlsForeignEquityDebtInterest[].CountryName,Mandatory,object,Nested Object,maxLength=55; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DtlsForeignEquityDebtInterest[].CountryCodeExcludingIndia,Mandatory,object,Nested Object,,"93, 1001, 355, 213, 684, 376, 244, 1264, 1010, 1268, 54, 374, 297, 61, 43, 994, 1242, 973, 880, 1246 ... (+229 more)",93:AFGHANISTAN; 1001:ÅLAND ISLANDS; 355:ALBANIA; 213:ALGERIA; 684:AMERICAN SAMOA; 376:ANDORRA; 244:ANGOLA; 1264:ANGUILLA; 1010:ANTARCTICA; 1268:ANTIGUA AND BARBUDA; 54:ARGENTINA; 374:ARMENIA; 297:ARUB,CountryCodeExcludingIndia (allOf: nonEmptyString),
ITR2.ScheduleFA.DtlsForeignEquityDebtInterest[].NameOfEntity,Mandatory,object,Nested Object,maxLength=125; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DtlsForeignEquityDebtInterest[].AddressOfEntity,Mandatory,object,Nested Object,maxLength=200; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DtlsForeignEquityDebtInterest[].ZipCode,Mandatory,object,Nested Object,maxLength=8; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DtlsForeignEquityDebtInterest[].NatureOfEntity,Mandatory,object,Nested Object,maxLength=34; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DtlsForeignEquityDebtInterest[].InterestAcquiringDate,Mandatory,string,Scalar,pattern=([12]\d{3}-(0[1-9]|1[0-2])-(0[1-9]|[12]\d|3[01])),,Date in YYYY-MM-DD format,,
ITR2.ScheduleFA.DtlsForeignEquityDebtInterest[].InitialValOfInvstmnt,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.ScheduleFA.DtlsForeignEquityDebtInterest[].PeakBalanceDuringPeriod,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.ScheduleFA.DtlsForeignEquityDebtInterest[].ClosingBalance,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.ScheduleFA.DtlsForeignEquityDebtInterest[].TotGrossAmtPaidCredited,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.ScheduleFA.DtlsForeignEquityDebtInterest[].TotGrossProceeds,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.ScheduleFA.DtlsForeignCashValueInsurance,Optional,array,Array,,,,,items: object
ITR2.ScheduleFA.DtlsForeignCashValueInsurance[].CountryName,Mandatory,object,Nested Object,maxLength=55; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DtlsForeignCashValueInsurance[].CountryCodeExcludingIndia,Mandatory,object,Nested Object,,"93, 1001, 355, 213, 684, 376, 244, 1264, 1010, 1268, 54, 374, 297, 61, 43, 994, 1242, 973, 880, 1246 ... (+229 more)",93:AFGHANISTAN; 1001:ÅLAND ISLANDS; 355:ALBANIA; 213:ALGERIA; 684:AMERICAN SAMOA; 376:ANDORRA; 244:ANGOLA; 1264:ANGUILLA; 1010:ANTARCTICA; 1268:ANTIGUA AND BARBUDA; 54:ARGENTINA; 374:ARMENIA; 297:ARUB,CountryCodeExcludingIndia (allOf: nonEmptyString),
ITR2.ScheduleFA.DtlsForeignCashValueInsurance[].FinancialInstName,Mandatory,object,Nested Object,maxLength=125; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DtlsForeignCashValueInsurance[].FinancialInstAddress,Mandatory,object,Nested Object,maxLength=200; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DtlsForeignCashValueInsurance[].ZipCode,Mandatory,object,Nested Object,maxLength=8; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DtlsForeignCashValueInsurance[].ContractDate,Mandatory,string,Scalar,pattern=([12]\d{3}-(0[1-9]|1[0-2])-(0[1-9]|[12]\d|3[01])),,Date in YYYY-MM-DD format,,
ITR2.ScheduleFA.DtlsForeignCashValueInsurance[].CashValOrSurrenderVal,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.ScheduleFA.DtlsForeignCashValueInsurance[].TotGrossAmtPaidCredited,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.ScheduleFA.DetailsFinancialInterest,Optional,array,Array,,,,,items: object
ITR2.ScheduleFA.DetailsFinancialInterest[].CountryName,Mandatory,object,Nested Object,maxLength=55; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsFinancialInterest[].CountryCodeExcludingIndia,Mandatory,object,Nested Object,,"93, 1001, 355, 213, 684, 376, 244, 1264, 1010, 1268, 54, 374, 297, 61, 43, 994, 1242, 973, 880, 1246 ... (+229 more)",93:AFGHANISTAN; 1001:ÅLAND ISLANDS; 355:ALBANIA; 213:ALGERIA; 684:AMERICAN SAMOA; 376:ANDORRA; 244:ANGOLA; 1264:ANGUILLA; 1010:ANTARCTICA; 1268:ANTIGUA AND BARBUDA; 54:ARGENTINA; 374:ARMENIA; 297:ARUB,CountryCodeExcludingIndia (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsFinancialInterest[].ZipCode,Mandatory,object,Nested Object,maxLength=8; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsFinancialInterest[].NatureOfEntity,Optional,object,Nested Object,maxLength=100,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsFinancialInterest[].NameOfEntity,Mandatory,object,Nested Object,maxLength=125; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsFinancialInterest[].AddressOfEntity,Mandatory,object,Nested Object,maxLength=200; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsFinancialInterest[].NatureOfInt,Mandatory,object,Nested Object,,"DIRECT, BENEFICIAL_OWNER, BENIFICIARY",, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsFinancialInterest[].DateHeld,Mandatory,string,Scalar,pattern=([12]\d{3}-(0[1-9]|1[0-2])-(0[1-9]|[12]\d|3[01])),,Date in YYYY-MM-DD format,,
ITR2.ScheduleFA.DetailsFinancialInterest[].TotalInvestment,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleFA.DetailsFinancialInterest[].IncFromInt,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.ScheduleFA.DetailsFinancialInterest[].NatureOfInc,Mandatory,object,Nested Object,maxLength=100; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsFinancialInterest[].IncTaxAmt,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999; default=0,,,,
ITR2.ScheduleFA.DetailsFinancialInterest[].IncTaxSch,Mandatory,object,Nested Object,,"SA, HP, CG, OS, EI, NI",SA - Salary; HP - House Property; CG - Capital Gains; OS - Other Sources; EI - Exempt Income; NI - No Income during the year, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsFinancialInterest[].IncTaxSchNo,Mandatory,object,Nested Object,maxLength=50; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsImmovableProperty,Optional,array,Array,,,,,items: object
ITR2.ScheduleFA.DetailsImmovableProperty[].CountryName,Mandatory,object,Nested Object,maxLength=55; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsImmovableProperty[].CountryCodeExcludingIndia,Mandatory,object,Nested Object,,"93, 1001, 355, 213, 684, 376, 244, 1264, 1010, 1268, 54, 374, 297, 61, 43, 994, 1242, 973, 880, 1246 ... (+229 more)",93:AFGHANISTAN; 1001:ÅLAND ISLANDS; 355:ALBANIA; 213:ALGERIA; 684:AMERICAN SAMOA; 376:ANDORRA; 244:ANGOLA; 1264:ANGUILLA; 1010:ANTARCTICA; 1268:ANTIGUA AND BARBUDA; 54:ARGENTINA; 374:ARMENIA; 297:ARUB,CountryCodeExcludingIndia (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsImmovableProperty[].ZipCode,Mandatory,object,Nested Object,maxLength=8; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsImmovableProperty[].AddressOfProperty,Optional,object,Nested Object,maxLength=200,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsImmovableProperty[].Ownership,Mandatory,object,Nested Object,,"DIRECT, BENEFICIAL_OWNER, BENIFICIARY",, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsImmovableProperty[].DateOfAcq,Mandatory,string,Scalar,pattern=([12]\d{3}-(0[1-9]|1[0-2])-(0[1-9]|[12]\d|3[01])),,Date in YYYY-MM-DD format,,
ITR2.ScheduleFA.DetailsImmovableProperty[].TotalInvestment,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleFA.DetailsImmovableProperty[].IncDrvProperty,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.ScheduleFA.DetailsImmovableProperty[].NatureOfInc,Mandatory,object,Nested Object,maxLength=100; minLength=1,,, (allOf: nonEmptyString),
