path,type,required,constraints,description
ITR.ITR1.ITR1_IncomeDeductions.UsrDeductUndChapVIA.Section80DDBUsrType,string,N,"{""pattern"":""|(\\s*([\\w\\d_=!@#$%\\^*\\(\\){}\\[\\]\\|\\\\:;',\\.\\?/~`\\-\\+<>&\""][\\s\\w\\d_=!@#$%\\^*\\(\\){}\\[\\]\\|\\\\:;',\\.\\?/~`\\-\\+<>&\""]*)\\s*)"",""enum"":[""1"",""2""]}",1 : Self or dependent ; 2 : Self or Dependent - Senior Citizen
ITR.ITR1.ITR1_IncomeDeductions.UsrDeductUndChapVIA.NameOfSpecDisease80DDB,string,N,"{""pattern"":""|(\\s*([\\w\\d_=!@#$%\\^*\\(\\){}\\[\\]\\|\\\\:;',\\.\\?/~`\\-\\+<>&\""][\\s\\w\\d_=!@#$%\\^*\\(\\){}\\[\\]\\|\\\\:;',\\.\\?/~`\\-\\+<>&\""]*)\\s*)"",""enum"":[""a"",""b"",""c"",""d"",""e"",""f"",""g"",""h"",""i"",""j"",""k"",""l"",""m"",""n""]}",a : Dementia; b : Dystonia Musculorum Deformans; c : Motor Neuron Disease; d : Ataxia; e : Chorea; f : Hemiballismus; g : Aphasia; h: Parkinsons Disease; i : Malignant Cancers; j : Full Blown Acquired Immuno-Deficiency Syndrome (AIDS); k:Chronic Renal failure; l:Hematological disorders; m: Hemophilia; n:Thalassaemia
ITR.ITR1.ITR1_IncomeDeductions.UsrDeductUndChapVIA.Section80DDB,integer,Y,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false}",
ITR.ITR1.ITR1_IncomeDeductions.UsrDeductUndChapVIA.Section80E,integer,Y,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false}",
ITR.ITR1.ITR1_IncomeDeductions.UsrDeductUndChapVIA.Section80EE,integer,Y,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false}",
ITR.ITR1.ITR1_IncomeDeductions.UsrDeductUndChapVIA.Section80EEA,integer,N,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false}",
ITR.ITR1.ITR1_IncomeDeductions.UsrDeductUndChapVIA.Section80EEB,integer,N,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false}",
ITR.ITR1.ITR1_IncomeDeductions.UsrDeductUndChapVIA.Section80G,integer,Y,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false}",
ITR.ITR1.ITR1_IncomeDeductions.UsrDeductUndChapVIA.Section80GG,integer,Y,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false}",
ITR.ITR1.ITR1_IncomeDeductions.UsrDeductUndChapVIA.Form10BAAckNum,string,N,"{""maxLength"":15}",
ITR.ITR1.ITR1_IncomeDeductions.UsrDeductUndChapVIA.Section80GGA,integer,Y,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false}",
ITR.ITR1.ITR1_IncomeDeductions.UsrDeductUndChapVIA.Section80GGC,integer,Y,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false}",
ITR.ITR1.ITR1_IncomeDeductions.UsrDeductUndChapVIA.Section80U,integer,Y,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false}",
ITR.ITR1.ITR1_IncomeDeductions.UsrDeductUndChapVIA.Section80TTA,integer,Y,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false}",
ITR.ITR1.ITR1_IncomeDeductions.UsrDeductUndChapVIA.Section80TTB,integer,Y,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false}",
ITR.ITR1.ITR1_IncomeDeductions.UsrDeductUndChapVIA.AnyOthSec80CCH,integer,Y,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false,""default"":0}",
ITR.ITR1.ITR1_IncomeDeductions.UsrDeductUndChapVIA.TotalChapVIADeductions,integer,Y,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false}",
ITR.ITR1.ITR1_IncomeDeductions.DeductUndChapVIA,object,Y,,Deductions from income
ITR.ITR1.ITR1_IncomeDeductions.DeductUndChapVIA.Section80C,integer,Y,"{""minimum"":0,""maximum"":150000,""exclusiveMinimum"":false}",
ITR.ITR1.ITR1_IncomeDeductions.DeductUndChapVIA.Section80CCC,integer,Y,"{""minimum"":0,""maximum"":150000,""exclusiveMinimum"":false}",
ITR.ITR1.ITR1_IncomeDeductions.DeductUndChapVIA.Section80CCDEmployeeOrSE,integer,Y,"{""minimum"":0,""maximum"":150000,""exclusiveMinimum"":false}",For Employee/SelfEmployed
ITR.ITR1.ITR1_IncomeDeductions.DeductUndChapVIA.Section80CCD1B,integer,Y,"{""minimum"":0,""maximum"":50000,""exclusiveMinimum"":false,""exclusiveMaximum"":false}",
ITR.ITR1.ITR1_IncomeDeductions.DeductUndChapVIA.Section80CCDEmployer,integer,Y,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false}",
ITR.ITR1.ITR1_IncomeDeductions.DeductUndChapVIA.Section80D,integer,Y,"{""minimum"":0,""maximum"":100000,""exclusiveMinimum"":false,""exclusiveMaximum"":false}",
ITR.ITR1.ITR1_IncomeDeductions.DeductUndChapVIA.Section80DD,integer,Y,"{""minimum"":0,""maximum"":125000,""exclusiveMinimum"":false,""exclusiveMaximum"":false}",
ITR.ITR1.ITR1_IncomeDeductions.DeductUndChapVIA.Section80DDB,integer,Y,"{""minimum"":0,""maximum"":100000,""exclusiveMinimum"":false,""exclusiveMaximum"":false}",
ITR.ITR1.ITR1_IncomeDeductions.DeductUndChapVIA.Section80E,integer,Y,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false}",
ITR.ITR1.ITR1_IncomeDeductions.DeductUndChapVIA.Section80EE,integer,Y,"{""minimum"":0,""maximum"":50000,""exclusiveMinimum"":false,""exclusiveMaximum"":false}",
ITR.ITR1.ITR1_IncomeDeductions.DeductUndChapVIA.Section80EEA,integer,Y,"{""minimum"":0,""maximum"":150000,""exclusiveMinimum"":false,""exclusiveMaximum"":false}",
ITR.ITR1.ITR1_IncomeDeductions.DeductUndChapVIA.Section80EEB,integer,Y,"{""minimum"":0,""maximum"":150000,""exclusiveMinimum"":false,""exclusiveMaximum"":false}",
ITR.ITR1.ITR1_IncomeDeductions.DeductUndChapVIA.Section80G,integer,Y,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false}",
ITR.ITR1.ITR1_IncomeDeductions.DeductUndChapVIA.Section80GG,integer,Y,"{""minimum"":0,""maximum"":60000,""exclusiveMinimum"":false,""exclusiveMaximum"":false}",
ITR.ITR1.ITR1_IncomeDeductions.DeductUndChapVIA.Section80GGA,integer,Y,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false}",
ITR.ITR1.ITR1_IncomeDeductions.DeductUndChapVIA.Section80GGC,integer,Y,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false}",
ITR.ITR1.ITR1_IncomeDeductions.DeductUndChapVIA.Section80U,integer,Y,"{""minimum"":0,""maximum"":125000,""exclusiveMinimum"":false,""exclusiveMaximum"":false}",
ITR.ITR1.ITR1_IncomeDeductions.DeductUndChapVIA.Section80TTA,integer,Y,"{""minimum"":0,""maximum"":10000,""exclusiveMinimum"":false,""exclusiveMaximum"":false}",
ITR.ITR1.ITR1_IncomeDeductions.DeductUndChapVIA.Section80TTB,integer,Y,"{""minimum"":0,""maximum"":50000,""exclusiveMinimum"":false,""exclusiveMaximum"":false}",
ITR.ITR1.ITR1_IncomeDeductions.DeductUndChapVIA.AnyOthSec80CCH,integer,Y,"{""minimum"":0,""maximum"":288000,""exclusiveMinimum"":false,""default"":0}",
ITR.ITR1.ITR1_IncomeDeductions.DeductUndChapVIA.TotalChapVIADeductions,integer,Y,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false}",
ITR.ITR1.ITR1_IncomeDeductions.TotalIncome,integer,Y,"{""minimum"":0,""maximum"":5125000,""exclusiveMinimum"":false,""exclusiveMaximum"":false,""default"":0}",
ITR.ITR1.ITR1_IncomeDeductions.ExemptIncAgriOthUs10,object,N,,
ITR.ITR1.ITR1_IncomeDeductions.ExemptIncAgriOthUs10.ExemptIncAgriOthUs10Dtls,array,N,,
ITR.ITR1.ITR1_IncomeDeductions.ExemptIncAgriOthUs10.ExemptIncAgriOthUs10Dtls[],object,Y,,
ITR.ITR1.ITR1_IncomeDeductions.ExemptIncAgriOthUs10.ExemptIncAgriOthUs10Dtls[].Category,string,N,"{""pattern"":""|(\\s*([\\w\\d_=!@#$%\\^*\\(\\){}\\[\\]\\|\\\\:;',\\.\\?/~`\\-\\+<>&\""][\\s\\w\\d_=!@#$%\\^*\\(\\){}\\[\\]\\|\\\\:;',\\.\\?/~`\\-\\+<>&\""]*)\\s*)"",""enum"":[""AGRI"",""GOVC"",""ISI"",""SSRA"",""SRSC"",""SRST"",""SRPC"",""OTH""]}",AGRI : Agricultural  & related incomes; GOVC: Compensation/other sums received by government or other approved entities;  ISI : Income from specified Investments; SSRA :Specified sums received by armed forces personnel; SRSC : Sums received by Senior Citizens/Minors ; SRST: Sums received by specified Category of Taxpayers; SRPC :Sums received from policies/contributions such as LIC/NPS/PF/Sukanya Samriddhi Yojana; OTH: Other Incomes
ITR.ITR1.ITR1_IncomeDeductions.ExemptIncAgriOthUs10.ExemptIncAgriOthUs10Dtls[].SubCategory,string,N,"{""pattern"":""|(\\s*([\\w\\d_=!@#$%\\^*\\(\\){}\\[\\]\\|\\\\:;',\\.\\?/~`\\-\\+<>&\""][\\s\\w\\d_=!@#$%\\^*\\(\\){}\\[\\]\\|\\\\:;',\\.\\?/~`\\-\\+<>&\""]*)\\s*)"",""enum"":[""10(1)"",""10(30)"",""10(31)"",""10(10BB)"",""10(10BC)"",""10(17A)"",""10(12AB)"",""10(15)"",""10(23FBB)"",""10(23FD)"",""10(35)"",""10(35A)"",""10(12C)"",""10(18)"",""10(19)"",""10(23AA)"",""DMD"",""10(32)"",""10(43)"",""10(19A)"",""10(26)"",""10(26AAA)"",""10(10D)"",""10(11)"",""10(11A)"",""10(12)"",""10(12A)"",""10(12AA)"",""10(12B)"",""10(12BA)"",""10(13)"",""10(25)"",""10(44)"",""10(2)"",""10(16)"",""Incmexmptcircular"",""Incmexmptnotification"",""Receiptnotincme""]}","10(1) : 10(1)-Agricultural income(Less than or equal to 5000); 10(30): 10(30)-subsidy received from or through the Tea Board;  10(31) : 10(31)-Rubber/Coffee/Tea development accounts/funds; 10(10BB) :10(10BB)-payments made under the Bhopal Gas Leak Disaster; 10(10BC) : 10(10BC)-Any amount from the Central/State Govt./local authority by way of compensation on account of any disaster ; 10(17A): 10(17A)-Award instituted by Government; 10(12AB) :10(12AB)-any sum received as lump sum amount as per clause (vi) of paragraph 2 of the notification number FX-1/3/2024-PR; 10(15): 10(15)-Interest on specified securities/investments; 10(23FBB):10(23FBB)-income referred to in section 115UB, accruing or arising to, or received by, a unit holder of an investment fund;  10(23FD): 10(23FD)Unit holder income from Business Trust (certain parts);  10(35): 10(35)-Income from specified Mutual Funds; 10(35A) : 10(35A)-distributed income referred to in section 115TA received from a securitisation trust; 10(12C) :10(12C)-Agniveer Corpus Fund income;  10(18):10(18)-Pension received by winner of  'Param Vir Chakra' or 'Maha Vir Chakra' or 'Vir Chakra' or such other gallantry award;  10(19):10(19)-Armed Forces Family pension in case of death during operational duty;  10(23AA):10(23AA)-Sum received by any person on behalf of any Fund established by the armed forces; DMD :Defense Medical Disability Pension; 10(32):10(32)-Minor child's income—small exemption;  10(43):10(43)-Reverse mortgage—payments to senior citizens; 10(19A):10(19A)-Annual value of one palace in occupation of ex-ruler; 10(26):10(26)- Any income as referred to in section 10(26); 10(26AAA):10(26AAA)-Any income as referred to in section 10(26AAA); 10(10D):10(10D)-Any sum received under a life insurance policy, including the sum allocated by way of bonus on such policy except sum as mentioned in sub-clause (a) to (d) of Sec.10(10D); 10(11):10(11)-Statutory Provident Fund received; 10(11A):10(11A)-Sum received from an account opened under the Sukanya Samriddhi Yojana; 10(12):10(12)-Recognized Provident Fund received;10(12A):10(12A)-Any payment from the National Pension System Trust to an assessee; 10(12AA):10(12AA)-any payment from the National Pension System Trust; 10(12B):10(12B)-Any payment from the National Pension System Trust to an Central Govt. Employee; 10(12BA):10(12BA)-partial withdrawal made from the National Pension System; 10(13):10(13)-Approved superannuation fund received; 10(25):10(25)-Sum received by trustees on behalf of approved superannuation, gratuity, or pension funds; 10(44):10(44)-Income received by any person for, or on behalf of, the New Pension System Trust; 10(2):10(2)-Member's share from HUF; 10(16):10(16)-Scholarships for education; Incmexmptcircular: Incmexmptcircular - Income exempt as per CBDT Circular; Incmexmptnotification:Income exempt as per CBDT Notification; Receiptnotincme: Receiptnotincme - Receipts not in the nature of Income;"
ITR.ITR1.ITR1_IncomeDeductions.ExemptIncAgriOthUs10.ExemptIncAgriOthUs10Dtls[].Description,string,N,"{""minLength"":1,""maxLength"":125,""pattern"":""|(\\s*([\\w\\d_=!@#$%\\^*\\(\\){}\\[\\]\\|\\\\:;',\\.\\?/~`\\-\\+<>&\""][\\s\\w\\d_=!@#$%\\^*\\(\\){}\\[\\]\\|\\\\:;',\\.\\?/~`\\-\\+<>&\""]*)\\s*)""}",
ITR.ITR1.ITR1_IncomeDeductions.ExemptIncAgriOthUs10.ExemptIncAgriOthUs10Dtls[].OthAmount,integer,Y,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false}",
ITR.ITR1.ITR1_IncomeDeductions.ExemptIncAgriOthUs10.ExemptIncAgriOthUs10Total,integer,Y,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false,""default"":0}",
ITR.ITR1.ITR1_TaxComputation,object,Y,,Tax computation details
ITR.ITR1.ITR1_TaxComputation.TotalTaxPayable,integer,Y,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false,""default"":0}",
ITR.ITR1.ITR1_TaxComputation.Rebate87A,integer,Y,"{""minimum"":0,""maximum"":60000,""exclusiveMinimum"":false,""exclusiveMaximum"":false,""default"":0}",
ITR.ITR1.ITR1_TaxComputation.TaxPayableOnRebate,integer,Y,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false,""default"":0}",
ITR.ITR1.ITR1_TaxComputation.EducationCess,integer,Y,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false,""default"":0}",
ITR.ITR1.ITR1_TaxComputation.GrossTaxLiability,integer,Y,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false,""default"":0}",
ITR.ITR1.ITR1_TaxComputation.Section89,integer,Y,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false,""default"":0}",
ITR.ITR1.ITR1_TaxComputation.NetTaxLiability,integer,Y,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false,""default"":0}",Balance Tax After Relief
ITR.ITR1.ITR1_TaxComputation.TotalIntrstPay,integer,Y,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false,""default"":0}",
ITR.ITR1.ITR1_TaxComputation.IntrstPay,object,Y,,
ITR.ITR1.ITR1_TaxComputation.IntrstPay.IntrstPayUs234A,integer,Y,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false,""default"":0}",
ITR.ITR1.ITR1_TaxComputation.IntrstPay.IntrstPayUs234B,integer,Y,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false,""default"":0}",
ITR.ITR1.ITR1_TaxComputation.IntrstPay.IntrstPayUs234C,integer,Y,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false,""default"":0}",
ITR.ITR1.ITR1_TaxComputation.IntrstPay.LateFilingFee234F,integer,Y,"{""minimum"":0,""maximum"":5000,""exclusiveMinimum"":false,""exclusiveMaximum"":false,""default"":0}",
ITR.ITR1.ITR1_TaxComputation.IntrstPay.FeeFurnish234I,integer,N,"{""minimum"":0,""maximum"":5000,""exclusiveMinimum"":false,""exclusiveMaximum"":false,""default"":0}",
ITR.ITR1.ITR1_TaxComputation.TotTaxPlusIntrstPay,integer,Y,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false,""default"":0}",
ITR.ITR1.TaxPaid,object,Y,,Tax paid details
ITR.ITR1.TaxPaid.TaxesPaid,object,Y,,
ITR.ITR1.TaxPaid.TaxesPaid.AdvanceTax,integer,Y,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false}",
ITR.ITR1.TaxPaid.TaxesPaid.TDS,integer,Y,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false}",
ITR.ITR1.TaxPaid.TaxesPaid.TCS,integer,Y,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false}",
ITR.ITR1.TaxPaid.TaxesPaid.SelfAssessmentTax,integer,Y,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false}",
ITR.ITR1.TaxPaid.TaxesPaid.TotalTaxesPaid,integer,Y,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false}",
ITR.ITR1.TaxPaid.BalTaxPayable,integer,Y,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false,""default"":0}",
ITR.ITR1.Refund,object,Y,,Refund details
ITR.ITR1.Refund.RefundDue,integer,Y,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false,""default"":0}",Refund due if Total Taxes Paid is greater than AggregateTaxInterest
ITR.ITR1.Refund.BankAccountDtls,object,Y,,Bank details
ITR.ITR1.Refund.BankAccountDtls.AddtnlBankDetails,array,N,"{""minItems"":1}",
ITR.ITR1.Refund.BankAccountDtls.AddtnlBankDetails[],object,Y,,
ITR.ITR1.Refund.BankAccountDtls.AddtnlBankDetails[].IFSCCode,string,Y,"{""allOfPatterns"":[""|(\\s*([\\w\\d_=!@#$%\\^*\\(\\){}\\[\\]\\|\\\\:;',\\.\\?/~`\\-\\+<>&\""][\\s\\w\\d_=!@#$%\\^*\\(\\){}\\[\\]\\|\\\\:;',\\.\\?/~`\\-\\+<>&\""]*)\\s*)"",""[A-Z]{4}[0][A-Z0-9]{6}""]}",
ITR.ITR1.Refund.BankAccountDtls.AddtnlBankDetails[].BankName,string,Y,"{""minLength"":1,""maxLength"":125,""pattern"":""|(\\s*([\\w\\d_=!@#$%\\^*\\(\\){}\\[\\]\\|\\\\:;',\\.\\?/~`\\-\\+<>&\""][\\s\\w\\d_=!@#$%\\^*\\(\\){}\\[\\]\\|\\\\:;',\\.\\?/~`\\-\\+<>&\""]*)\\s*)""}",
ITR.ITR1.Refund.BankAccountDtls.AddtnlBankDetails[].BankAccountNo,string,Y,"{""minLength"":1,""maxLength"":20,""allOfPatterns"":["".*[0-9]"","".*[1-9].*""]}",
ITR.ITR1.Refund.BankAccountDtls.AddtnlBankDetails[].AccountType,string,Y,"{""enum"":[""SB"",""CA"",""CC"",""OD"",""NRO"",""OTH""]}","SB: Savings Account, CA: Current Account,CC: Cash Credit Account, OD: Over draft account, NRO: Non Resident Account, OTH: Other"
ITR.ITR1.Refund.BankAccountDtls.AddtnlBankDetails[].UseForRefund,string,Y,"{""pattern"":""|(\\s*([\\w\\d_=!@#$%\\^*\\(\\){}\\[\\]\\|\\\\:;',\\.\\?/~`\\-\\+<>&\""][\\s\\w\\d_=!@#$%\\^*\\(\\){}\\[\\]\\|\\\\:;',\\.\\?/~`\\-\\+<>&\""]*)\\s*)"",""enum"":[""true"",""false""],""default"":""false""}",
ITR.ITR1.Schedule80G,object,N,,
ITR.ITR1.Schedule80G.Don100Percent,object,N,,
ITR.ITR1.Schedule80G.Don100Percent.DoneeWithPan,array,N,"{""minItems"":1}",
ITR.ITR1.Schedule80G.Don100Percent.DoneeWithPan[],object,Y,,
ITR.ITR1.Schedule80G.Don100Percent.DoneeWithPan[].DoneeWithPanName,string,Y,"{""minLength"":1,""maxLength"":125,""pattern"":""|(\\s*([\\w\\d_=!@#$%\\^*\\(\\){}\\[\\]\\|\\\\:;',\\.\\?/~`\\-\\+<>&\""][\\s\\w\\d_=!@#$%\\^*\\(\\){}\\[\\]\\|\\\\:;',\\.\\?/~`\\-\\+<>&\""]*)\\s*)""}",
ITR.ITR1.Schedule80G.Don100Percent.DoneeWithPan[].DoneePAN,string,Y,"{""allOfPatterns"":[""|(\\s*([\\w\\d_=!@#$%\\^*\\(\\){}\\[\\]\\|\\\\:;',\\.\\?/~`\\-\\+<>&\""][\\s\\w\\d_=!@#$%\\^*\\(\\){}\\[\\]\\|\\\\:;',\\.\\?/~`\\-\\+<>&\""]*)\\s*)"",""[A-Z]{5}[0-9]{4}[A-Z]""]}",
ITR.ITR1.Schedule80G.Don100Percent.DoneeWithPan[].ArnNbr,string,N,"{""maxLength"":25,""pattern"":""|(\\s*([\\w\\d_=!@#$%\\^*\\(\\){}\\[\\]\\|\\\\:;',\\.\\?/~`\\-\\+<>&\""][\\s\\w\\d_=!@#$%\\^*\\(\\){}\\[\\]\\|\\\\:;',\\.\\?/~`\\-\\+<>&\""]*)\\s*)""}",Please enter ARN (Donation reference Number)
ITR.ITR1.Schedule80G.Don100Percent.DoneeWithPan[].AddressDetail,object,Y,,
ITR.ITR1.Schedule80G.Don100Percent.DoneeWithPan[].AddressDetail.AddrDetail,string,Y,"{""minLength"":1,""maxLength"":200,""pattern"":""|(\\s*([\\w\\d_=!@#$%\\^*\\(\\){}\\[\\]\\|\\\\:;',\\.\\?/~`\\-\\+<>&\""][\\s\\w\\d_=!@#$%\\^*\\(\\){}\\[\\]\\|\\\\:;',\\.\\?/~`\\-\\+<>&\""]*)\\s*)""}",
ITR.ITR1.Schedule80G.Don100Percent.DoneeWithPan[].AddressDetail.CityOrTownOrDistrict,string,Y,"{""minLength"":1,""maxLength"":50,""pattern"":""|(\\s*([\\w\\d_=!@#$%\\^*\\(\\){}\\[\\]\\|\\\\:;',\\.\\?/~`\\-\\+<>&\""][\\s\\w\\d_=!@#$%\\^*\\(\\){}\\[\\]\\|\\\\:;',\\.\\?/~`\\-\\+<>&\""]*)\\s*)""}",
ITR.ITR1.Schedule80G.Don100Percent.DoneeWithPan[].AddressDetail.StateCode,string,Y,"{""pattern"":""|(\\s*([\\w\\d_=!@#$%\\^*\\(\\){}\\[\\]\\|\\\\:;',\\.\\?/~`\\-\\+<>&\""][\\s\\w\\d_=!@#$%\\^*\\(\\){}\\[\\]\\|\\\\:;',\\.\\?/~`\\-\\+<>&\""]*)\\s*)"",""enum"":[""01"",""02"",""03"",""04"",""05"",""06"",""07"",""08"",""09"",""10"",""11"",""12"",""13"",""14"",""15"",""16"",""17"",""18"",""19"",""20"",""21"",""22"",""23"",""24"",""25"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]}",01-Andaman and Nicobar islands; 02-Andhra Pradesh; 03-Arunachal Pradesh; 04-Assam; 05-Bihar; 06-Chandigarh; 07-Dadra Nagar and Haveli; 08-Daman and Diu; 09- Delhi; 10- Goa; 11-Gujarat; 12- Haryana; 13- Himachal Pradesh; 14-Jammu and Kashmir; 15- Karnataka; 16- Kerala; 17- Lakshadweep; 18-Madhya Pradesh; 19-Maharashtra; 20-Manipur; 21-meghalaya; 22-Mizoram; 23-Nagaland; 24- Odisha; 25- Puducherry; 26- Punjab; 27-Rajasthan; 28- Sikkim; 29-Tamil Nadu; 30- Tripura; 31-Uttar Pradesh; 32- West Bengal; 33- Chhattisgarh; 34- Uttarakhand; 35- Jharkhand; 36- Telangana; 37- Ladakh
ITR.ITR1.Schedule80G.Don100Percent.DoneeWithPan[].AddressDetail.PinCode,integer,Y,"{""minimum"":100000,""maximum"":999999,""exclusiveMinimum"":false,""pattern"":""[1-9]{1}[0-9]{5}""}",
ITR.ITR1.Schedule80G.Don100Percent.DoneeWithPan[].DonationAmtCash,integer,Y,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false,""default"":0}",
ITR.ITR1.Schedule80G.Don100Percent.DoneeWithPan[].DonationAmtOtherMode,integer,Y,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false,""default"":0}",
ITR.ITR1.Schedule80G.Don100Percent.DoneeWithPan[].TransactionRefNum,string,N,"{""maxLength"":50}",
ITR.ITR1.Schedule80G.Don100Percent.DoneeWithPan[].IFSCCode,string,N,"{""maxLength"":11,""allOfPatterns"":[""|(\\s*([\\w\\d_=!@#$%\\^*\\(\\){}\\[\\]\\|\\\\:;',\\.\\?/~`\\-\\+<>&\""][\\s\\w\\d_=!@#$%\\^*\\(\\){}\\[\\]\\|\\\\:;',\\.\\?/~`\\-\\+<>&\""]*)\\s*)"",""[A-Z]{4}[0][A-Z0-9]{6}""]}",
ITR.ITR1.Schedule80G.Don100Percent.DoneeWithPan[].DonationAmt,integer,Y,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false,""default"":0}",
ITR.ITR1.Schedule80G.Don100Percent.DoneeWithPan[].EligibleDonationAmt,integer,Y,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false,""default"":0}",
ITR.ITR1.Schedule80G.Don100Percent.TotDon100PercentCash,integer,Y,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false,""default"":0}",
ITR.ITR1.Schedule80G.Don100Percent.TotDon100PercentOtherMode,integer,Y,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false,""default"":0}",
ITR.ITR1.Schedule80G.Don100Percent.TotDon100Percent,integer,Y,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false,""default"":0}",
ITR.ITR1.Schedule80G.Don100Percent.TotEligibleDon100Percent,integer,Y,"{""minimum"":0,""maximum"":99999999999999,""exclusiveMinimum"":false,""default"":0}",
ITR.ITR1.Schedule80G.Don50PercentNoApprReqd,object,N,,
ITR.ITR1.Schedule80G.Don50PercentNoApprReqd.DoneeWithPan,array,N,"{""minItems"":1}",
ITR.ITR1.Schedule80G.Don50PercentNoApprReqd.DoneeWithPan[],object,Y,,
ITR.ITR1.Schedule80G.Don50PercentNoApprReqd.DoneeWithPan[].DoneeWithPanName,string,Y,"{""minLength"":1,""maxLength"":125,""pattern"":""|(\\s*([\\w\\d_=!@#$%\\^*\\(\\){}\\[\\]\\|\\\\:;',\\.\\?/~`\\-\\+<>&\""][\\s\\w\\d_=!@#$%\\^*\\(\\){}\\[\\]\\|\\\\:;',\\.\\?/~`\\-\\+<>&\""]*)\\s*)""}",
ITR.ITR1.Schedule80G.Don50PercentNoApprReqd.DoneeWithPan[].DoneePAN,string,Y,"{""allOfPatterns"":[""|(\\s*([\\w\\d_=!@#$%\\^*\\(\\){}\\[\\]\\|\\\\:;',\\.\\?/~`\\-\\+<>&\""][\\s\\w\\d_=!@#$%\\^*\\(\\){}\\[\\]\\|\\\\:;',\\.\\?/~`\\-\\+<>&\""]*)\\s*)"",""[A-Z]{5}[0-9]{4}[A-Z]""]}",
ITR.ITR1.Schedule80G.Don50PercentNoApprReqd.DoneeWithPan[].ArnNbr,string,N,"{""maxLength"":25,""pattern"":""|(\\s*([\\w\\d_=!@#$%\\^*\\(\\){}\\[\\]\\|\\\\:;',\\.\\?/~`\\-\\+<>&\""][\\s\\w\\d_=!@#$%\\^*\\(\\){}\\[\\]\\|\\\\:;',\\.\\?/~`\\-\\+<>&\""]*)\\s*)""}",Please enter ARN (Donation reference Number)
ITR.ITR1.Schedule80G.Don50PercentNoApprReqd.DoneeWithPan[].AddressDetail,object,Y,,
